user,user_location,text,favorite_count,retweet_count
Sitanshu Desai," Bharatvarsh , Aaryavrat","RT @keyakahe: After stealing rice &amp; tarpaulin for Amphan relief, TMC netas are now stealing Covid Vaccine. 
#VaccineChorTMC",0,32
Dee G,"Chicago, IL","RT @mckaykayx: doubting the efficacy of the covid vaccine is completely valid, however; it does not make sense to ignore the fact that peop…",0,1
NightWytch2013,,"many desert storm participants now in prison or chose covid vaccine, undue war fare, not needed instigated by Human Rights Watch Ken Roth now in prison.",0,0
Michael,Leeds,RT @MickeyD44314901: Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/gqDmir2Qpv,0,1
Vicki Rowe 💙,"Bristol, England","@fluffy1st I’m waiting for a few more. Mine loved ours at Xmas but now we’ve kicked off our covid vaccine clinics I dont really have the time to make our own, so I’m keen to get quite a few signed up to region one instead 🙈😂 mainly as they’ve asked for another s/o !!",0,0
Tim Madden,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,605
Bri 🖤,,RT @JiggyRic: I don’t understand how people are worried about the covid vaccine more than actually getting covid like they’ll talk about pe…,0,2
Adria J. Cimino,Paris,This Is the Best News Yet for Moderna's COVID Vaccine @themotleyfool #stocks $MRNA $PFE $NVAX $BNTX https://t.co/p6gSjFH4PL,0,0
Kitano Ken,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,180
H-word Day of Obligaytion 🏳️‍🌈,,"I just got my Covid vaccine scheduled!! So excited for next week! Birthday to start the week, vaccine to end the week!",2,0
𝓡𝓸𝓼𝓮 🐐🍯🌹,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,180
Gregory Koch,"Falls Church, VA",@fairfaxhealth  What time tomorrow can I register for the COVID vaccine? 12:01 AM? 9 AM?,0,0
Edouard Dumas,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,180
kim | k(r)iminal era,15 | she/her | german,btw my aunt got the covid vaccine on friday :)),1,0
Michael,Leeds,Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/gqDmir2Qpv,1,1
Sarah Bowles,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
Kumar Sambhav,New Delhi,"RT @akoi_Jam: two journalists detained by police in manipur for publishing an article. also, the chief minister of manipur warned of stern…",0,4
jenna✨,simp nation ,"tw// needles 
I’m hella scared of needles and getting shots, but I would get the covid vaccine in a HEARTBEAT if it meant I could see the boys on tour again",0,0
Charles Metcalfe,S E England,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3545
the resurrection 3,,"@AndyBird21 Yep, 29 in Norway this week although it just coincided with them having the covid vaccine 🤔🤷🏼‍♂️ go figure",0,0
tradermeetscoder,,All eyes on the covid vaccine roll-out https://t.co/l0tFaGUT6s,0,0
PIP 1,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
Robin Pritchard,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3545
Jacquesegh🇬🇧🇫🇷🇪🇺#FBPE (If I like your tweet),"""The North"" ",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
Simon Carroll,London,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
Katherine Forrest,"Middleton, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,605
Angela bailey💙,"London, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
shangalang,,RT @IanMurrayMP: I’d rather we had a Covid vaccine task force or an education improvement task force. What about an eradication of child po…,0,240
"uuh, eli?",,RT @juliacraven: I interviewed 5 physicians who deal w/ health disparities in the Black community about how they intend to address the subj…,0,106
Kirsten Pates,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1910
Carol Wilkie 💙,North Yorkshire,RT @Independent: Raab refuses to guarantee everyone will receive second dose of Covid vaccine https://t.co/8oon1IMp0g,0,90
Nancy Mikati,"Pittsburgh, PA","RT @RalphieBou: All you need to know about the Covid vaccines 
#COVID19 #modernavaccine #PfizerBioNTech 
https://t.co/wyon3WBFUp",0,1
Bonner,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3545
ら,الخوانيج,"RT @Chunkz: just saw 4 homeless men giving eachother the covid vaccine under a bridge, what a caring community we live in 🙏😩",0,11073
Hamish Mackintosh,,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
doo doo brown,,RT @sarahlugor: that “doctor” that made the tweet of the lady faking a bad reaction from a covid vaccine deleted his tweet and backtracked.,0,260
Estaboñ 🦍🥖💎,Casterly rock ,"I know kids who go to Coney Island beach every summer, but are afraid of what’s in the covid vaccine...",0,0
flop era mike,,"RT @chrtucci: Real quick if you were offered a covid vaccine and turned it down, unfollow please",0,1
Duke of Destiny,"Oban, Scotland",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
James Holmes,"York, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
ꪶꪮ᥅ᦔ ᥇꠸ꪻᥴꫝ,"♐︎ ☼,♈︎☽, ♊︎ ↑",RT @JiggyRic: I don’t understand how people are worried about the covid vaccine more than actually getting covid like they’ll talk about pe…,0,2
Vociferous Eleanor We need PH not politics,"East, England","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1910
Nana,England,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1197
🥶🥶 Gang Orca (But Evil) 🥶🥶,San Junipero,"I know I said I was gonna wait to get the covid vaccine but as soon as this hospital lets me, I’m gettin it",0,0
DrDino28,,"RT @28Jake_: Y'all out here getting the COVID vaccine when the statistics literally tell you it's more deadly than the virus

God help you",0,1
shyduroff,@MIT+brksr'pthbrmbccdvtm/rattftpt,RT @haaretzcom: Israelis will be exempted from quarantine a week after receiving second COVID vaccine dose https://t.co/Ga9A0S3RXV,0,6
DK MacPhee,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,605
PimpHand Strong 🌹,"Twin Lakes, NM",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
yaguctak,かいじゅうたちのいるところ,RT @BW: Israel’s entire population may receive the coronavirus vaccine by early spring https://t.co/2dXgzAc4rv,0,7
patriot_X,,"“This pandemic won't end in a month or two months, perhaps not this year, perhaps not in three, four, five, six years. That's what these men want,” 

#COVID19 #Vaccine #GreatReset #JoeBiden #BillGates 
https://t.co/1WdpzNfXvk",0,0
Bob 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇪🇺🇺🇳,United Kingdom,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1910
bam,,"RT @RedIevel: If you die for any reason within 28 days of a positive Covid test you died of Covid.

If you die within 10 days of receiving…",0,2
Myoba Mazon,Rural Indiana,Just got back from taking my 80yo mom for her first round of the Pfizer COVID vaccine; the second will be in 21 days. Now we're sitting down to watch @PatrickMahomes lead a romp over the Cleveland Browns. It's a good day.,0,0
Joanne White,"Midlands, UK ",RT @Belinda555777: The Problem With the COVID Vaccine | Robert F. Kennedy Jr. Explains to T... https://t.co/s5dTj0wsTX via @YouTube,0,1
HotFiction,,"TBH, I don't think I could handle working back in an office, even if everyone had been given the covid vaccine..",0,0
ElmerHomero90210☪️✡️📧❌❗️💲✝️🔛♥️🏺📿👣🏝🎶,Twitter Universe ,"RT @latimes: Some people 65 and older did get vaccinated at Southern California retail stores that had supplies available.

But many others…",0,4
Erin Ealey King,,"@BgBullard @snackfully @DBelardoMD There were zero in the studies. Two in the Pfizer study, technically, but no causal relationship found. About 9 million have received covid vaccine (1st phase at least). If the 55 is accurate (link appreciated), its 1/1000 vs 55/9,000,000.",0,0
Skatiq,"Rustenburg, South Africa","RT @statnews: The technology behind the Covid-19 vaccines, mRNA, had a fascinating back story.
Learn how this once-dismissed idea became a…",0,22
Simone,San Francisco East Bay,RT @MaxKennerly: Once again Rand Paul spreads medical disinformation. He's up for re-election in 2022. If COVID vaccine manufacturers like…,0,456
manic pixie dream squirrel,"Brooklyn, NY","19/20 yrs old. Can’t believe this was 8 years ago 🥴. Also, considering how much time we spent at Blaggards I feel like we don’t have to worry about what’s in the Covid vaccine  @PapaPaisan @PriesterAlexis https://t.co/k5wxvw8JRJ",0,0
lvshi Zen,,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5631
UTY,,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,180
The New Arab,London,"Comment: ""Don't let distrust of #Boris erode public confidence in the Covid vaccine"" writes Malia Bouattia https://t.co/QPEAive772",0,0
Nasturtiums,,"RT @Zubhaque: This message from Dominic Raab will NOT reassure those who may have concerns about #covidvacccine: ""Cabinet minister has refu…",0,206
The Bronx Free Press,"Manhattan, NY","In New York State, pharmacists are not automatically eligible to administer all CDC-recommended vaccines. Once a vaccine has been selected, state pharmacists must still undergo additional approvals to legally administer the COVID vaccine.
 
https://t.co/g7CO4Vh4Ta https://t.co/OwbJCos9Zx",0,0
Gabriella Captur,,"RT @MaxCRoser: COVID vaccine doses administered per 100 people

🇮🇱 Israel 25.3
🇦🇪 United Arab Emirates 16.8
🇧🇭 Bahrain 6.4
🇬🇧 UK 5.4
🇺🇸 US…",0,131
Diana Higson,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3545
jeиα,"Illinois, USA",do you think they all have the covid vaccine https://t.co/15cA8QCucc,0,0
Hector Yep (叶 根华）🔶 3.5%,UK,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
Mahima Dixit 🇮🇳,,"RT @authoramish: I love our country! 🇮🇳
This is the way the Covid vaccine was welcomed at one of our hospitals; with respect, affection and…",0,391
Barry Kelly 💙,"Manchester, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1674
capt.twoface,"Mumbai, India",@IamNaveenKapoor Covid Vaccine (halal certified) https://t.co/HsaADoA3YM,0,0
~B-)endy~hEDS 🐴🦓👩🏻‍🦼🥄 😷🛡💙(#POTS + NHS),S.W UK,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,1910
News Chant USA,USA,Where in Houston can you get the COVID vaccine? https://t.co/ZjUj5GBn1V,0,0
Matt Kulpa,South jersey ,"RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…",0,180
TMJ-OHD Jobs,"Dayton, OH","We're hiring! Read about our latest job opening here: Pharmacist – COVID Vaccine Support - https://t.co/cD0nSeZZDo #WashingtonCourtHouse, OH #pharmacist",0,0
bookloverlisa,"Washington, USA","RT @WADeptHealth: If you work in healthcare, get your COVID vaccine now to avoid longer lines and higher demand for appointments. There are…",0,217
Morrisville Carpente,,"RT @WhatIsL03139271: My friend, an NHS nurse got the COVID vaccine, 5 days later she has COVID.

#COVID19 #vaccination",0,564
Atul Mane,,RT @surajyengde: Did I not tell Dalits are the guinea pigs in the covid vaccine program? Some of you asked for proof? Here is the receipt.,0,108
Andreeeeeeeeaaaaaa!,"Dublin, Ireland. ","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3545
Weekend UK,,"RT @Rom_TAlan: Experienced, professional competence:
Biden to deploy FEMA, National Guard to set up Covid vaccine clinics across the U.S. h…",0,1
SL ⁷ ONLY 3 DAYS TIL REAL POTUS!🖤💜💙,"San Francisco, CA","RT @mjs_DC: In July, Ginni Thomas shared this post from a Facebook group flagged for promoting anti-vax conspiracy theories, including the…",0,4213
"Nyawira Njoroge, PhD","Chicago, IL",RT @NYTScience: Biden names former FDA chief David Kessler as chief science officer for Operation Warp Speed  https://t.co/iDNYhTdGDs,0,1
